ds,y
2023-09-24,8.093949765470107
2023-09-25,6.600554554008392
2023-09-26,7.98233881019414
2023-09-27,7.476530033543216
2023-09-28,7.057022294347526
2023-09-29,3.103293013467916
2023-09-30,6.094006281724418
2023-10-01,6.51023306101961
2023-10-02,7.08764881938262
2023-10-03,8.922948309615931
2023-10-04,7.58331069029212
2023-10-05,5.053993666584141
2023-10-06,4.64741878809891
2023-10-07,4.58399047116921
2023-10-08,6.651978883712767
2023-10-09,8.76974968341313
2023-10-10,10.08532318995956
2023-10-11,6.184897034353327
2023-10-12,7.825705456860728
2023-10-13,2.6639904420479112
2023-10-14,4.855980511456934
2023-10-15,7.1652402834075914
2023-10-16,8.427072415088661
2023-10-17,7.915068392455136
2023-10-18,7.253051821284479
2023-10-19,5.238132686007155
2023-10-20,4.065175023087763
2023-10-21,5.895829241975054
2023-10-22,6.972400101349671
2023-10-23,7.491632490554557
2023-10-24,9.47582932617053
2023-10-25,7.806935130979838
2023-10-26,6.582457277966526
2023-10-27,5.322630160417109
2023-10-28,4.255693672493468
2023-10-29,6.093665113649149
2023-10-30,8.970297229399986
2023-10-31,9.22506125463229
2023-11-01,7.517195554600658
2023-11-02,5.925384080897822
2023-11-03,6.0091277527434706
2023-11-04,4.5315788330412925
2023-11-05,7.239405073477766
2023-11-06,8.059272510304343
2023-11-07,8.435471324433129
2023-11-08,8.675335539013574
2023-11-09,6.671934585038648
2023-11-10,5.583434031417232
2023-11-11,6.4670905674929635
2023-11-12,6.751773072401982
2023-11-13,8.981879672494781
2023-11-14,8.38134730952844
2023-11-15,7.9391865779763
2023-11-16,5.75483672014451
2023-11-17,4.905381898870835
2023-11-18,5.795230324237131
2023-11-19,5.951010085997246
2023-11-20,10.43077551534679
2023-11-21,7.724058223083744
2023-11-22,6.439293151161703
2023-11-23,7.08155218647384
2023-11-24,5.6385101663025745
2023-11-25,5.862654654313883
2023-11-26,7.436037816956608
2023-11-27,8.364603005275926
2023-11-28,7.8712827715591365
2023-11-29,7.767747860604637
2023-11-30,5.2847411399231365
2023-12-01,5.860428744218938
2023-12-02,5.129938994221101
2023-12-03,6.020656649361312
2023-12-04,8.093925474931359
2023-12-05,9.219930135782139
2023-12-06,7.166680288068615
2023-12-07,5.1781439943302905
2023-12-08,5.1674577607546475
2023-12-09,5.560424485293545
2023-12-10,6.377672209244302
2023-12-11,7.9827345494276125
2023-12-12,9.077510157325676
2023-12-13,6.320782037836741
2023-12-14,4.631362153981744
2023-12-15,4.243787866471847
2023-12-16,5.140472300934487
2023-12-17,7.2339844886748175
2023-12-18,9.967590610456998
2023-12-19,9.741581381631631
2023-12-20,7.647389387832113
2023-12-21,6.0582712589170855
2023-12-22,3.9981642615479966
2023-12-23,5.373867855115527
2023-12-24,6.672879822618285
2023-12-25,8.853414492307117
2023-12-26,8.095152353338811
2023-12-27,8.36513597049829
2023-12-28,7.648487918284032
2023-12-29,4.930395016190496
2023-12-30,5.832554251668369
2023-12-31,7.69014399171103
